sale_date;channel_type;prod_name;cnt;amt;amt_clear
2022-04-02;Почта;Суперсмарт Лайт А ;35;8307342,8;7465500
2022-07-08;КЦ;Практичный пенсионный ;27;9372187,35;7476500
2021-07-08;КЦ;Рефинансирование для пенсионеров;1;239500;200000
2021-10-15;DBO;Перспектива Лайт  ;45;12978040;12924500
2022-05-04;Почта;Рефинансирование Практичный А ;55;22501062,19;18188500
2022-09-04;DBO;Суперсмарт ;20;7416949;6800000
2022-12-24;DBO;Рефинансирование Суперсмарт А ;11;6023356;5403000
2022-06-02;КЦ;Практичный ;126;41484763,55;33766500
2021-07-08;Почта;ПраймАдресный Льготный  ;168;46921200,8;39726100
2022-03-01;КЦ;Практичный А ;2;430688,8;370000
2022-06-13;DBO;Суперсмарт ;29;7794298;7467500
2021-02-24;DBO;Адресный Первый;2;550150;540000
2021-03-15;POS;Льготный;1;203000;203000
2021-06-13;Стойки;ПраймАдресный  ;2;672880;616000
2021-07-02;Почта;Снижаем ставку минимум ;11;8870305;8006000
2021-07-12;Почта;Снижаем ставку АП минимум ;1;615545;511000
2021-10-20;КЦ;Рефинансирование;7;4182081,45;3867658,93
2021-11-15;DBO;Перспектива Лайт АП  ;5;1686800;1609000
2022-02-07;КЦ;Рефинансирование Практичный А ;8;3639999,2;3232000
2021-02-09;МФЦ;Суперпочтовый;1;288123,5;266500
2021-10-22;Почта;Рефинансирование;4;1559950;1330100
2022-02-22;DBO;Практичный АЛ ;6;2350287,2;2156000
2022-06-08;DBO;Рефинансирование Суперсмарт А ;23;11308115;10650000
2022-06-18;КЦ;Стабильный А ;39;7928130,49;7928130,49
2022-09-15;КЦ;Практичный А ;248;123425899,4;98906000
2021-09-22;КЦ;ПраймАдресный  ;38;16430712,7;14012500
2021-03-02;МАП;Адресный Льготный;6;1080847;929500
2021-05-22;POS;ПраймСуперпочтовый  ;3;1008300;1000500
2021-09-08;Стойки;ПраймАдресный  ;2;598440;548000
2021-02-17;Почта;Рефинансирование Адресный;5;2716319,74;2325793,97
2021-08-05;КЦ;Снижаем ставку ;16;12475200;11761000
2021-10-01;Почта;Перспектива Лайт  ;131;46003836,7;39740500
2021-12-22;Почта;Рефинансирование Суперсмарт АП ;1;1036900;1000000
2022-06-13;Почта;Рефинансирование Практичный АЛ ;3;1198426;943000
2021-05-14;POS;Рефинансирование;1;225999,2;225999,2
2022-11-25;КЦ;Практичный АП ;19;10108650,21;8137500
2022-09-25;DBO;Стабильный А ;27;5270923,15;5270923,15
2021-04-30;Почта;Адресный;156;38562219,5;34343500
2022-09-04;КЦ;Рефинансирование Практичный ;1;386019;300000
2022-09-12;Почта;Стабильный А ;23;3658308,38;3658308,38
2022-09-21;DBO;Рефинансирование Практичный ;1;240000;240000
2022-12-10;Почта;Практичный А ;151;55033336,91;42878000
2021-04-22;DBO;Суперпочтовый;13;1847345;1530000
2021-12-09;ПФР;Суперсмарт А ;1;1257630;1221000
2021-05-28;КЦ;ПраймАдресный  ;139;50515850;44568500
2022-04-20;МАП;Суперсмарт Лайт ;2;686825;555000
2021-01-21;КЦ;Адресный  Первый;13;2836524,13;2686500
2021-02-22;Почта;Суперхит;51;15488673,6;11925500
2021-09-22;Почта;А Перспектива Лайт  ;72;19265571,4;17210500
2022-09-29;КЦ;Практичный пенсионный ;23;6427676,48;5272000
2021-04-27;DBO;Снижаем ставку ;1;1154900;1000000
2021-09-04;Почта;Рефинансирование Адресный;1;373999,19;299999,34
2022-06-21;POS;Суперсмарт АП ;1;172150;156500
2021-03-19;КЦ;Рефинансирование для пенсионеров;7;1349229,5;1136000
2022-02-18;КЦ;Суперсмарт АП ;6;6583030;6008000
2021-12-09;МАП;Практичный АЛ ;5;549535,26;498500
2022-12-28;КЦ;Рефинансирование Практичный ;2;707333,42;584000
2021-03-01;POS;ПраймСуперпочтовый  ;1;209000;209000
2022-07-07;Почта;Рефинансирование Практичный АП ;4;2665282,6;2098000
2021-06-14;Почта;Рефинансирование Адресный;2;505083,5;455999,5
2021-08-22;DBO;Снижаем ставку ;2;1527400;1520500
2021-12-16;КЦ;Рефинансирование Практичный АП ;3;739039,2;624000
2022-02-05;КЦ;Практичный ;10;5015735,92;4434500
2022-08-23;КЦ;Практичный ;159;88015640,24;70561500
2021-12-20;Почта;Рефинансирование Практичный АП ;10;4182719,86;3680100
2022-08-27;Почта;Практичный ;85;48280317;39077000
2021-11-18;КЦ;АЛ Перспектива Лайт  ;37;7553893,9;6397500
2022-01-10;Почта;Практичный ;23;9744523,62;8616500
2021-03-17;Почта;Рефинансирование для пенсионеров;14;2965860,67;2568289,8
2021-06-04;МАП;Рефинансирование;1;565000;500000
2022-04-27;КЦ;Суперсмарт Лайт А ;23;6065886;5593500
2021-06-04;КЦ;ПраймАдресный Первый  ;14;4713100;4123500
2022-02-24;КЦ;Суперсмарт Лайт пенсионный ;26;6704591,2;5817500
2021-03-03;Стойки;Адресный Первый Льготный;1;179697;153000
2021-03-24;DBO;Суперпочтовый;58;9396177,5;7536500
2021-06-23;Почта;Адресный Льготный;1;187250;150000
2021-07-31;Почта;ПраймАдресный Первый  ;7;3062488;2606000
2021-02-11;КЦ;Адресный Первый;3;1823892;1609000
2021-08-18;DBO;ПраймСуперпочтовый  ;36;12813587,8;11358500
2022-07-31;POS;Практичный А ;1;300000;300000
2022-10-27;КЦ;Практичный АП ;18;5873698,77;4582500
2022-11-29;Почта;Практичный АП ;37;11791677,44;9298500
2021-09-22;Почта;Перспектива Лайт АЛ  ;54;20981594,9;18000800
2021-09-27;КЦ;А Снижаем ставку плюс ;5;6869178;6691500
2022-01-26;DBO;Практичный ;6;2052700;2040000
2022-05-04;КЦ;Практичный ;51;19848021,9;15814000
2021-01-22;DBO;Льготный;6;912785;715000
2021-06-08;КЦ;Снижаем ставку промо ;8;7667040;7355000
2021-11-23;Почта;А Снижаем ставку плюс ;3;3910184;3726500
2022-07-18;КЦ;Суперсмарт АЛ ;2;545298;435000
2021-09-24;МАП;Перспектива Лайт АЛ  ;2;839022,5;700100
2021-08-03;Почта;ПраймСуперпочтовый  ;125;44112225,2;38576000
2021-07-27;КЦ;Снижаем ставку минимум ;7;8915898;8080500
2022-05-13;КЦ;Рефинансирование Суперсмарт ;1;400900;360000
2021-02-14;ПФР;Суперхит;1;195000;195000
2021-04-16;DBO;Адресный;120;35003955;29019000
2022-01-22;Почта;Рефинансирование Практичный ;9;2634494,01;2290530
2022-12-29;Почта;Суперсмарт АП ;1;1220999;1100000
2021-07-23;DBO;ПраймАдресный Льготный  ;9;3139388;2761000
2022-03-05;DBO;Суперсмарт Лайт АП ;6;1540400;1425000
2021-12-24;Почта;Практичный АП ;5;2044747,34;1797000
2022-04-17;КЦ;Практичный пенсионный ;2;421504,6;338000
2022-05-08;DBO;Суперсмарт Лайт АЛ ;1;220000;220000
2022-05-29;КЦ;Рефинансирование Практичный А ;9;2946905,8;2410500
2022-08-29;Почта;Рефинансирование Практичный А ;92;49380034,64;39338408,71
2022-07-08;КЦ;Рефинансирование Практичный АЛ ;26;11578214,5;9408000
2021-03-20;КЦ;Рефинансирование для пенсионеров;5;1072178,63;890999,67
2022-01-18;КЦ;Практичный АП ;3;1436910;1286000
2021-09-17;DBO;Снижаем ставку А минимум ;2;1762900;1758000
2022-10-31;Почта;Практичный АП ;28;11786420,13;9453500
2021-06-30;МФЦ;ПраймАдресный  ;3;912394;803000
2021-10-20;КЦ;АЛ Перспектива Лайт  ;30;5668643,4;4784000
2022-01-16;КЦ;Рефинансирование Суперсмарт АП ;3;2276460;2192000
2022-04-09;DBO;Суперсмарт Лайт АЛ ;4;951400;890000
2022-09-04;КЦ;Практичный АП ;3;1086145,4;931000
2022-10-07;КЦ;Стабильный А ;10;1746044,58;1746044,58
2022-11-02;DBO;Практичный А ;249;74676057,27;65014500
2022-08-08;Стойки;Практичный АЛ ;1;187759;130000
2021-06-20;DBO;Снижаем ставку А минимум ;1;914900;700000
2022-04-30;Почта;Суперсмарт ;23;6698070,4;5928500
2022-06-29;КЦ;Практичный АПЛ ;11;4129431,76;3315000
2021-09-18;Почта;Снижаем ставку АЛ минимум ;1;739900;735000
2021-02-16;Почта;Суперхит;144;42813888,8;32383500
2022-02-22;DBO;Суперсмарт ;11;10930150;10500000
2021-05-30;DBO;Снижаем ставку промо ;2;1632300;1496000
2022-01-12;Почта;Шаг навстречу;2;436300;436300
2021-02-02;МФЦ;Адресный;1;54707;33000
2021-09-01;КЦ;ПраймЛьготный  ;1;358900;300000
2022-02-21;Почта;Суперсмарт АП ;8;5871325;5307500
2022-07-12;Почта;Практичный пенсионный ;51;13752506,94;10691100
2022-07-29;Почта;Практичный ;263;131427117,4;107695500
2022-08-23;Почта;Рефинансирование Практичный А ;123;68778826,9;54454900
2021-02-05;Почта;Льготный;116;18801570,3;14714200
2022-02-03;КЦ;Суперсмарт ;13;10482420;10014000
2021-03-01;Стойки;Рефинансирование Адресный;1;82251,8;74200
2021-03-02;DBO;Адресный Первый;3;1102710,5;894500
2021-11-21;DBO;Перспектива Лайт АП  ;1;254900;250000
2022-03-04;МФЦ;Суперсмарт Лайт А ;1;221000;221000
2022-08-04;Почта;Суперсмарт АПЛ ;2;410598;320000
2021-08-20;Стойки;ПраймСуперпочтовый  ;1;364300;300000
2021-10-07;DBO;Перспектива Лайт пенсионный  ;1;300000;300000
2022-01-14;КЦ;Рефинансирование Практичный АП ;6;2084102,88;1931000
2022-05-12;Почта;Рефинансирование Суперсмарт Лайт пенсионный ;2;490448;426000
2022-07-06;Пятерочка;Практичный АП ;1;225613;157000
2021-01-14;POS;Адресный Льготный;1;106000;106000
2021-04-15;DBO;Адресный;134;37563628;31347000
2022-01-21;Почта;Рефинансирование Практичный ;11;3891247,34;3392742
2022-06-13;Стойки;Практичный А ;1;194020;178000
2021-04-02;Почта;Адресный Льготный;260;45636585;38227000
2022-07-08;Почта;Практичный АПЛ ;7;2303731,8;1812000
2021-02-19;Почта;СуперпочтовыйДБО;5;3076974,5;2694500
2021-06-24;Почта;Адресный Льготный;1;79072;70000
2021-01-14;МАП;Адресный Первый;1;503900;500000
2021-10-10;DBO;А Снижаем ставку ;7;5738850;5436000
2021-12-01;КЦ;Суперсмарт АЛ ;5;3693150;3555000
2022-01-20;Почта;Рефинансирование Суперсмарт АП ;2;1899273,97;1832499
2021-05-11;МФЦ;ПраймАдресный Льготный  ;1;262200;228000
2021-09-06;МАП;Перспектива Лайт  ;8;2564847;2344000
2021-10-04;МАП;Перспектива Лайт А  ;4;1866040;1700000
2022-04-06;МАП;Суперсмарт Лайт А ;3;756300;690000
2022-06-19;КЦ;Рефинансирование Суперсмарт А ;3;1176498;1080000
2022-06-25;Стойки;Практичный пенсионный ;1;138932,3;100100
2021-03-28;Почта;Адресный Льготный;1;64940;56000
2022-08-23;DBO;Рефинансирование Практичный ;1;780000;780000
2021-06-16;КЦ;ПраймАдресный й Льготный  ;3;899700;750000
2021-08-10;Почта;АЛ Снижаем ставку ;3;1829700;1813000
2021-11-03;DBO;Перспектива Лайт АЛ  ;2;902284;826000
2022-08-26;Почта;Практичный АЛ ;107;36658084,96;29464000
2022-12-15;DBO;Рефинансирование Суперсмарт ;1;1130999;1000000
2021-06-07;Почта;АП Снижаем ставку ;2;1247800;1238000
2021-07-06;МАП;Снижаем ставку минимум ;1;1000500;1000500
2021-07-22;КЦ;Шаг навстречу;4;855600;855600
2021-04-17;МАП;ПраймСуперпочтовый  ;6;1729000;1679000
2021-05-13;Почта;ПраймСуперпочтовый  ;181;57711614;53029000
2021-05-14;КЦ;Снижаем ставку ;11;9026490;8233000
2021-08-24;DBO;ПраймСуперпочтовый  ;45;16698840;15158000
2021-09-04;МАП;Перспектива Лайт  ;2;620300;610500
2021-12-21;КЦ;Практичный АП ;2;846169,44;736500
2022-02-25;Почта;Суперсмарт АЛ ;5;2882480;2677000
2021-01-17;DBO;Адресный;189;65277700,25;51140000
